,PartNumber,Inductance,SubCkt
38,MODEL,0,"*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Power Inductor Model;*======================================================================;* Model Parameters:;*   Valid Frequency Range Varies by Inductor;*   Ambient Temperature = 25 degC;*   DC Bias Current = 0 A;*   Frequency Dependent Inductor Model;*======================================================================;.subckt Model1A Lin Lout PARAMS:;+ R1=1;+ R2=1;+ C=1;+ K1=1;+ K2=1;+ K3=1;+ K4=1;+ K5=1;R2 N001 Lin {R2};R1 Lout N002 {R1};C1 N002 N001 {C};G_Rvar2 N001 Lout LAPLACE { V(N001, Lout) } {1/K2/(-S*S/4/PI^2)^0.25};G_Rvar1 N001 N003 LAPLACE { V(N001, N003) } {1/K1/(-S*S/4/PI^2)^0.25};G_Lvar N003 Lout  LAPLACE { V(N003, Lout) } {1/(S*1e-6*({K3*1e6}-({K4}*LOG({K5}*(sqrt(-S*S)/(2*pi))))))};*This large resistance to ground has been added to prevent a floating node error;R3 N003 0 100Meg;.ends Model1A"
39,0201DS-0N5,0.5nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-0N5;* Inductance = 0.5nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-26GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-0N5_imp port1 port2 PARAMS: Cpar=0.032pF Ind=0.5nH;X1 port1 port2 Model1D PARAMS:;+ R1=15;+ R2=0.02;+ C= {Cpar};+ K1=0.0000026;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=1014.10671;.ends 0201DS-0N5_imp
40,0201DS-0N6,0.6nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-0N6;* Inductance = 0.6nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-26GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-0N6_imp port1 port2 PARAMS: Cpar=0.03pF Ind=0.6nH;X1 port1 port2 Model1D PARAMS:;+ R1=15;+ R2=0.03;+ C= {Cpar};+ K1=0.0000024;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=1300.5473;.ends 0201DS-0N6_imp
41,0201DS-1N2,1.2nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-1N2;* Inductance = 1.2nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-26GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-1N2_imp port1 port2 PARAMS: Cpar=0.026pF Ind=1.2nH;X1 port1 port2 Model1D PARAMS:;+ R1=15;+ R2=0.042;+ C= {Cpar};+ K1=0.0000032;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=2977.25445;.ends 0201DS-1N2_imp
42,0201DS-1N3,1.3nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-1N3;* Inductance = 1.3nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-26GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-1N3_imp port1 port2 PARAMS: Cpar=0.023pF Ind=1.3nH;X1 port1 port2 Model1D PARAMS:;+ R1=15;+ R2=0.048;+ C= {Cpar};+ K1=0.0000048;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=3580.22387;.ends 0201DS-1N3_imp
43,0201DS-1N4,1.4nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-1N4;* Inductance = 1.4nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-26GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-1N4_imp port1 port2 PARAMS: Cpar=0.02pF Ind=1.4nH;X1 port1 port2 Model1D PARAMS:;+ R1=15;+ R2=0.08;+ C= {Cpar};+ K1=0.0000074;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=4305.89799;.ends 0201DS-1N4_imp
44,0201DS-1N5,1.5nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-1N5;* Inductance = 1.5nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-26GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-1N5_imp port1 port2 PARAMS: Cpar=0.021pF Ind=1.5nH;X1 port1 port2 Model1D PARAMS:;+ R1=15;+ R2=0.09;+ C= {Cpar};+ K1=0.0000073;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=4408.2758;.ends 0201DS-1N5_imp
45,0201DS-2N2,2.2nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-2N2;* Inductance = 2.2nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-20GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-2N2_imp port1 port2 PARAMS: Cpar=0.027pF Ind=2.2nH;X1 port1 port2 Model1D PARAMS:;+ R1=14;+ R2=0.07;+ C= {Cpar};+ K1=0.00000945;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=5311.98686;.ends 0201DS-2N2_imp
46,0201DS-2N3,2.3nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-2N3;* Inductance = 2.3nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-20GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-2N3_imp port1 port2 PARAMS: Cpar=0.028pF Ind=2.3nH;X1 port1 port2 Model1D PARAMS:;+ R1=13;+ R2=0.07;+ C= {Cpar};+ K1=0.0000074;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=5855.8681;.ends 0201DS-2N3_imp
47,0201DS-2N4,2.4nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-2N4;* Inductance = 2.4nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-20GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-2N4_imp port1 port2 PARAMS: Cpar=0.026pF Ind=2.4nH;X1 port1 port2 Model1D PARAMS:;+ R1=8;+ R2=0.082;+ C= {Cpar};+ K1=0.0000098;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=9832.9271;.ends 0201DS-2N4_imp
48,0201DS-2N5,2.5nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-2N5;* Inductance = 2.5nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-20GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-2N5_imp port1 port2 PARAMS: Cpar=0.025pF Ind=2.5nH;X1 port1 port2 Model1D PARAMS:;+ R1=13;+ R2=0.165;+ C= {Cpar};+ K1=0.0000102;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=6927.82161;.ends 0201DS-2N5_imp
49,0201DS-3N3,3.3nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-3N3;* Inductance = 3.3nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-3N3_imp port1 port2 PARAMS: Cpar=0.032pF Ind=3.3nH;X1 port1 port2 Model1D PARAMS:;+ R1=10;+ R2=0.08;+ C= {Cpar};+ K1=0.000012;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=8977.06918;.ends 0201DS-3N3_imp
50,0201DS-3N4,3.4nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-3N4;* Inductance = 3.4nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-3N4_imp port1 port2 PARAMS: Cpar=0.03pF Ind=3.4nH;X1 port1 port2 Model1D PARAMS:;+ R1=16;+ R2=0.08;+ C= {Cpar};+ K1=0.0000123;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=6467.36468;.ends 0201DS-3N4_imp
51,0201DS-3N5,3.5nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-3N5;* Inductance = 3.5nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-3N5_imp port1 port2 PARAMS: Cpar=0.03pF Ind=3.5nH;X1 port1 port2 Model1D PARAMS:;+ R1=11;+ R2=0.08;+ C= {Cpar};+ K1=0.0000123;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=9313.82164;.ends 0201DS-3N5_imp
52,0201DS-3N6,3.6nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-3N6;* Inductance = 3.6nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-3N6_imp port1 port2 PARAMS: Cpar=0.03pF Ind=3.6nH;X1 port1 port2 Model1D PARAMS:;+ R1=10;+ R2=0.105;+ C= {Cpar};+ K1=0.000013;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=10341.5234;.ends 0201DS-3N6_imp
53,0201DS-3N7,3.7nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-3N7;* Inductance = 3.7nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-3N7_imp port1 port2 PARAMS: Cpar=0.029pF Ind=3.7nH;X1 port1 port2 Model1D PARAMS:;+ R1=10;+ R2=0.105;+ C= {Cpar};+ K1=0.000014;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=10876.4448;.ends 0201DS-3N7_imp
54,0201DS-3N8,3.8nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-3N8;* Inductance = 3.8nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-3N8_imp port1 port2 PARAMS: Cpar=0.027pF Ind=3.8nH;X1 port1 port2 Model1D PARAMS:;+ R1=17;+ R2=0.18;+ C= {Cpar};+ K1=0.0000125;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=7588.23249;.ends 0201DS-3N8_imp
55,0201DS-3N9,3.9nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-3N9;* Inductance = 3.9nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-3N9_imp port1 port2 PARAMS: Cpar=0.025pF Ind=3.9nH;X1 port1 port2 Model1D PARAMS:;+ R1=20;+ R2=0.24;+ C= {Cpar};+ K1=0.000014;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=7172.87745;.ends 0201DS-3N9_imp
56,0201DS-4N8,4.8nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-4N8;* Inductance = 4.8nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-4N8_imp port1 port2 PARAMS: Cpar=0.032pF Ind=4.8nH;X1 port1 port2 Model1D PARAMS:;+ R1=5;+ R2=0.096;+ C= {Cpar};+ K1=0.000023;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=19722.4361;.ends 0201DS-4N8_imp
57,0201DS-4N9,4.9nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-4N9;* Inductance = 4.9nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-4N9_imp port1 port2 PARAMS: Cpar=0.031pF Ind=4.9nH;X1 port1 port2 Model1D PARAMS:;+ R1=19;+ R2=0.13;+ C= {Cpar};+ K1=0.000022;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=7360.49738;.ends 0201DS-4N9_imp
58,0201DS-5N0,5nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-5N0;* Inductance = 5nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-5N0_imp port1 port2 PARAMS: Cpar=0.029pF Ind=5nH;X1 port1 port2 Model1D PARAMS:;+ R1=25;+ R2=0.13;+ C= {Cpar};+ K1=0.0000231;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=6245.84056;.ends 0201DS-5N0_imp
59,0201DS-5N1,5.1nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0201DS-5N1;* Inductance = 5.1nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-16GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0201DS-5N1_imp port1 port2 PARAMS: Cpar=0.03pF Ind=5.1nH;X1 port1 port2 Model1D PARAMS:;+ R1=11;+ R2=0.13;+ C= {Cpar};+ K1=0.0000219;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=12612.2205;.ends 0201DS-5N1_imp
